Job_ID,Required_Skill_Level,Required_Experience,Salary_Offer
J_2409,33,2,34576
J_2410,47,3,29314
J_2411,33,7,40209
J_2412,60,6,38177
J_2413,11,1,22911
J_2414,60,1,37130
J_2415,40,7,36237
J_2416,91,0,39055
J_2417,71,0,36936
J_2418,49,5,34351
J_2419,83,0,44967
J_2420,74,7,44185
J_2421,76,5,52506
J_2422,38,8,48176
J_2423,46,6,38504
J_2424,77,6,49560
J_2425,49,2,36219
J_2426,45,4,45153
J_2427,62,4,46169
J_2428,53,10,47599
J_2429,16,5,30523
J_2430,40,2,31291
J_2431,56,9,44035
J_2432,48,2,28476
J_2433,33,2,28574
J_2434,83,1,44762
J_2435,31,2,27979
J_2436,14,4,29158
J_2437,41,0,30376
J_2438,46,4,33757
J_2439,86,6,50382
J_2440,41,0,32814
J_2441,61,0,39198
J_2442,90,3,53034
J_2443,74,6,46206
J_2444,87,6,44280
J_2445,10,6,28454
J_2446,67,4,35051
J_2447,71,0,37631
J_2448,34,2,24052
J_2449,93,4,52419
J_2450,40,1,26633
J_2451,56,4,32727
J_2452,80,3,46523
J_2453,24,10,37521
J_2454,28,4,27154
J_2455,55,10,49696
J_2456,20,1,19109
J_2457,32,8,44691
J_2458,33,4,30204
J_2459,43,1,32489
J_2460,67,9,50558
J_2461,76,4,46776
J_2462,94,6,51522
J_2463,48,5,32942
J_2464,60,10,43819
J_2465,49,9,38964
J_2466,70,2,34055
J_2467,62,8,48877
J_2468,10,6,36419
J_2469,43,6,44713
J_2470,57,3,42324
J_2471,48,7,45370
J_2472,38,1,23881
J_2473,76,1,36351
J_2474,41,9,35758
J_2475,13,3,29727
J_2476,16,5,23892
J_2477,64,2,43752
J_2478,10,8,36961
J_2479,68,7,54277
J_2480,17,1,28759
J_2481,76,1,45585
J_2482,39,4,28396
J_2483,10,3,20446
J_2484,86,3,49458
J_2485,94,7,47635
J_2486,93,3,53038
J_2487,85,4,53569
J_2488,61,0,28609
J_2489,36,8,39860
J_2490,56,7,42001
J_2491,30,5,37794
J_2492,67,2,44787
J_2493,21,6,39433
J_2494,42,2,33526
J_2495,22,2,23441
J_2496,44,3,37910
J_2497,38,3,38249
J_2498,73,8,53462
J_2499,61,4,37068
J_2500,69,4,40468
