Applicant_ID,Skill_Level,Years_Experience,Expected_Salary
A_2409,6,5,28094
A_2410,6,13,42053
A_2411,95,2,45474
A_2412,59,1,36569
A_2413,7,11,33958
A_2414,3,8,33142
A_2415,30,2,25809
A_2416,2,12,34262
A_2417,88,7,56278
A_2418,11,2,25412
A_2419,92,10,58656
A_2420,77,9,49282
A_2421,59,0,34708
A_2422,68,4,45186
A_2423,14,7,37395
A_2424,81,14,56318
A_2425,41,0,34757
A_2426,82,12,58066
A_2427,55,5,43185
A_2428,94,1,44266
A_2429,96,13,63219
A_2430,83,13,55799
A_2431,17,10,42367
A_2432,92,1,42355
A_2433,78,6,50299
A_2434,7,8,33187
A_2435,32,0,23346
A_2436,10,15,48937
A_2437,35,13,45325
A_2438,55,8,42226
A_2439,58,3,34743
A_2440,70,12,52855
A_2441,5,6,32656
A_2442,67,15,58950
A_2443,22,12,44786
A_2444,68,8,52934
A_2445,98,7,52665
A_2446,97,14,65956
A_2447,71,4,47799
A_2448,97,7,55828
A_2449,77,15,60850
A_2450,100,15,71573
A_2451,60,0,33194
A_2452,41,12,50983
A_2453,61,7,47903
A_2454,60,5,41101
A_2455,98,14,61054
A_2456,75,5,42893
A_2457,75,10,51946
A_2458,12,6,30196
A_2459,83,0,35936
A_2460,78,5,43221
A_2461,19,7,32037
A_2462,43,13,51193
A_2463,63,8,49692
A_2464,51,15,58124
A_2465,70,11,51095
A_2466,13,0,20720
A_2467,100,4,48626
A_2468,8,13,40678
A_2469,2,6,27824
A_2470,39,7,37276
A_2471,39,1,34404
A_2472,98,9,54378
A_2473,100,2,46306
A_2474,36,15,46574
A_2475,82,13,56873
A_2476,2,15,46852
A_2477,83,11,61104
A_2478,52,10,51958
A_2479,55,15,51970
A_2480,9,5,32553
A_2481,26,2,28580
A_2482,81,7,47717
A_2483,63,11,49358
A_2484,49,7,43835
A_2485,75,9,54943
A_2486,48,8,46101
A_2487,88,2,41101
A_2488,66,2,35453
A_2489,95,10,54234
A_2490,71,2,44849
A_2491,61,10,51226
A_2492,2,10,36793
A_2493,48,1,35436
A_2494,23,1,25119
A_2495,74,15,59146
A_2496,66,14,62223
A_2497,43,5,41883
A_2498,91,2,49913
A_2499,57,5,37749
A_2500,78,15,63083
